Mix,Name,CSMILES,Enzyme_name,single_double,CosineScore_single,RT_single,AUC_single,Adduct_single,C-gly_single,MoNA_DB#_single,CosineScore_double,RT_double,AUC_double,Adduct_double,C-gly_double,MoNA_DB#_double
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,76D1,single,0.915,366.59,7624.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,76E2,single,0.937,371.33,24067.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,76E4,single,0.944,371.01,77774.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,76E6,single,0.958,370.94,363145.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,76E7,single,0.95,370.71,304019.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,76E9,single,0.947,374.08,2339994.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,76F1,single,0.95,370.02,2451963.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,76F2,single,0.948,369.18,129145.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,78D1,single,0.95,370.49,151209.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,78D2,single,0.96,372.76,6440409.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,78D3,single,0.955,371.16,113376.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,79B1,single,0.961,370.26,605707.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,79B10,single,0.947,367.82,73455.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,79B2,single,0.953,369.14,23930.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,79B6,single,0.96,369.46,102824.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,79B8,single,0.938,369.63,62796.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,79B9,single,0.887,370.06,5815.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,82A1,single,0.952,367.75,330829.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,84A2,single,0.889,371.71,10193.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,84A3,single,0.958,370.75,211099.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,84A4,single,0.958,372.59,38596.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,84B2,single,0.911,368.41,7102.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,85A1,single,0.956,372.08,5126262.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,86A2,single,0.953,365.92,284733.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,87A1,single,0.95,371.39,45035.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,89A2,single,0.899,368.42,6661.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,90A2,single,0.964,377.61,2040098.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,90A4,single,0.957,375.34,1455467.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,91A1,single,0.942,371.58,29295.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,PRENYLETIN,CC(C)=CCOc1cc2oc(=O)ccc2cc1O,91B1,single,0.954,370.92,4584330.0,M+Glu+H,False,VF-NPL-QEHF011388,,,,,,
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,71D1,double,,,,,,,0.871,760.65,34292.0,M+2Glu+NH4,False,VF-NPL-QTOF009519
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,72B1,double,,,,,,,0.852,771.06,29524.0,M+2Glu+NH4,False,VF-NPL-QTOF009519
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,73B2,double,,,,,,,0.864,763.95,31155.0,M+2Glu+NH4,False,VF-NPL-QTOF009519
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,73B5,double,,,,,,,0.897,762.07,21226.0,M+2Glu+NH4,False,VF-NPL-QTOF009519
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,73C5,double,,,,,,,0.896,763.14,38394.0,M+2Glu+NH4,False,VF-NPL-QTOF009519
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,73C6,double,,,,,,,0.882,761.1,29586.0,M+2Glu+NH4,False,VF-NPL-QTOF009519
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,76C2,double,,,,,,,0.888,771.69,20874.0,M+2Glu+NH4,False,VF-NPL-QTOF009519
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,76E3,double,,,,,,,0.861,760.29,29161.0,M+2Glu+NH4,False,VF-NPL-QTOF009519
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,76E6,double,,,,,,,0.87,760.78,29952.0,M+2Glu+NH4,False,VF-NPL-QTOF009519
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,78D2,double,,,,,,,0.87,767.24,34818.0,M+2Glu+NH4,False,VF-NPL-QTOF009519
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,78D3,double,,,,,,,0.866,772.66,27469.0,M+2Glu+NH4,False,VF-NPL-QTOF009519
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,79B1,double,,,,,,,0.873,772.18,26100.0,M+2Glu+NH4,False,VF-NPL-QTOF009519
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,79B7,double,,,,,,,0.899,762.59,19934.0,M+2Glu+NH4,False,VF-NPL-QTOF009519
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,84A2,double,,,,,,,0.89,772.58,26320.0,M+2Glu+NH4,False,VF-NPL-QTOF009519
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,84A3,double,,,,,,,0.891,761.21,25617.0,M+2Glu+NH4,False,VF-NPL-QTOF009519
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,87A1,double,,,,,,,0.884,771.7,26102.0,M+2Glu+NH4,False,VF-NPL-QTOF009519
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,89B1,single,0.853,519.52,3664.0,M+Glu+H,False,VF-NPL-QTOF009519,,,,,,
2,SALIDROSIDE,OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,91A1,double,,,,,,,0.88,772.24,24179.0,M+2Glu+NH4,False,VF-NPL-QTOF009519
2,TOTAROL,CC(C)c1c(O)ccc2c1CCC1C(C)(C)CCCC21C,76E4,single,0.851,679.13,66398.0,M+Glu+NH4,False,CCMSLIB00000851410,,,,,,
2,TOTAROL,CC(C)c1c(O)ccc2c1CCC1C(C)(C)CCCC21C,79B8,single,0.878,721.61,162930.0,M+Glu+NH4,False,CCMSLIB00000851410,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,71B2,single,0.865,371.11,32198.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,71C1,single,0.926,310.6,126253.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,71C2,single,0.901,310.42,57583.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,71C3,single,0.898,309.75,25937.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,71D1,single,0.921,310.7,216349.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,72B1,single,0.913,313.59,97807.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,72B3,single,0.898,310.93,328684.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,72E2,single,0.919,310.02,391965.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,73B3,single_and_double,0.925,313.52,111559.0,M+Glu+H,False,VF-NPL-QTOF002564,0.916,246.18,141028.0,M+2Glu+H,False,VF-NPL-QTOF002564
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,73B4,single,0.855,310.03,19285.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,73C3,single,0.883,292.67,18202.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,74F2,single,0.887,297.35,24597.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,76C5,single,0.93,294.31,1935132.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,76E9,single,0.873,292.81,14506.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,78D2,single_and_double,0.922,244.91,149609.0,M+Glu+H,False,VF-NPL-QTOF002564,0.914,244.32,148298.0,M+2Glu+H,False,VF-NPL-QTOF002564
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,79B9,single,0.861,371.6,132091.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,84A4,single,0.894,296.08,76927.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,87A2,single,0.87,368.86,185252.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,89A1,single,0.863,368.1,157085.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,89B1,single,0.865,372.7,379771.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,90A2,single,0.898,311.19,50121.0,M+Glu+H,False,VF-NPL-QTOF002564,,,,,,
3,3-METHOXYCATECHOL,COc1cccc(O)c1O,72B1,single,0.871,260.55,8388.0,M+Glu+H,False,MoNA041238,,,,,,
3,3-METHOXYCATECHOL,COc1cccc(O)c1O,74F2,single,0.894,239.35,143051.0,M+Glu+NH4,False,MoNA041238,,,,,,
3,3-METHOXYCATECHOL,COc1cccc(O)c1O,85A1,single,0.898,237.0,171314.0,M+Glu+NH4,False,MoNA041238,,,,,,
3,AESCULIN,O=c1ccc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2o1,71C3,single,0.868,227.94,15765.0,M+Glu+H,False,MoNA033014,,,,,,
3,AESCULIN,O=c1ccc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2o1,73B2,single,0.909,218.48,18152.0,M+Glu+H,False,BML00486,,,,,,
3,AESCULIN,O=c1ccc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2o1,73B3,single,0.947,217.41,17977.0,M+Glu+H,False,MoNA033014,,,,,,
3,AESCULIN,O=c1ccc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2o1,73B4,single,0.88,217.98,7308.0,M+Glu+H,False,MoNA033014,,,,,,
3,AESCULIN,O=c1ccc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2o1,78D2,single,0.924,219.69,33932.0,M+Glu+H,False,BML00486,,,,,,
3,ALPHA-DIHYDROGEDUNOL,CC(=O)OC1CC2C(C)(C)C(O)CCC2(C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C,73C5,single,0.867,533.62,410488.0,M+Glu+H,False,VF-NPL-QEHF013602,,,,,,
3,BAICALEIN,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,72B3,single,0.97,423.5,2676505.0,M+Glu+H,False,CCMSLIB00000847788,,,,,,
3,BAICALEIN,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,73B1,single,0.976,378.24,100717.0,M+Glu+H,False,CCMSLIB00000847788,,,,,,
3,BAICALEIN,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,73B3,single_and_double,0.979,377.43,56337.0,M+Glu+H,False,CCMSLIB00000847788,0.991,317.28,166269.0,M+2Glu+H,False,CCMSLIB00000847788
3,BAICALEIN,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,73B4,single_and_double,0.976,342.04,31412.0,M+Glu+H,False,CCMSLIB00000847788,0.989,342.22,480407.0,M+2Glu+H,False,CCMSLIB00000847788
3,BAICALEIN,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,73D1,single,0.927,423.21,73045.0,M+Glu+H,False,CCMSLIB00000847788,,,,,,
3,BAICALEIN,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,74D1,single,0.967,423.7,59746.0,M+Glu+H,False,CCMSLIB00000847788,,,,,,
3,BAICALEIN,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,76E9,single,0.889,423.49,19788.0,M+Glu+H,False,CCMSLIB00000847788,,,,,,
3,BAICALEIN,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,78D2,single_and_double,0.932,377.66,28651.0,M+Glu+H,False,CCMSLIB00000847788,0.989,342.56,273301.0,M+2Glu+H,False,CCMSLIB00000847788
3,BAICALEIN,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,79B3,single,0.969,381.59,39180.0,M+Glu+H,False,CCMSLIB00000847788,,,,,,
3,BAICALEIN,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,84A3,single,0.889,410.37,72470.0,M+Glu+H,False,VF-NPL-QTOF006831,,,,,,
3,BAICALEIN,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,84A4,single,0.968,423.65,100658.0,M+Glu+H,False,CCMSLIB00000847788,,,,,,
3,BAICALEIN,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,85A2,single,0.905,407.6,37750.0,M+Glu+H,False,VF-NPL-QTOF006831,,,,,,
3,BAICALEIN,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,87A2,single,0.938,407.18,114867.0,M+Glu+H,False,CCMSLIB00000847788,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,71B2,single,0.942,594.31,643202.0,M+Glu+H,False,VF-NPL-QEHF013512,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,71B8,single,0.934,594.29,191449.0,M+Glu+H,False,VF-NPL-QEHF013512,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,71C3,single,0.958,577.04,175888.0,M+Glu+H,False,VF-NPL-QEHF013845,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,71D1,single,0.952,579.18,440949.0,M+Glu+H,False,HMDB0011628_ms_ms_1218282,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,72B3,single,0.9,738.08,317837.0,M+Glu+H,False,HMDB0011628_ms_ms_1218282,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,73B5,single,0.937,594.14,101552.0,M+Glu+H,False,VF-NPL-QEHF013512,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,73C3,single_and_double,0.953,593.97,2197596.0,M+Glu+H,False,VF-NPL-QEHF013512,0.931,487.18,309281.0,M+2Glu+H,False,VF-NPL-QEHF013845
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,73C5,single_and_double,0.957,590.95,257170.0,M+Glu+H,False,VF-NPL-QEHF013512,0.934,486.93,4338007.0,M+2Glu+H,False,VF-NPL-QEHF013845
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,73C6,single_and_double,0.964,593.28,676411.0,M+Glu+H,False,VF-NPL-QEHF013512,0.928,487.23,114919.0,M+2Glu+H,False,HMDB0011628_ms_ms_1218282
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,74B1,single,0.954,573.94,388761.0,M+Glu+H,False,VF-NPL-QEHF013845,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,74D1,single,0.905,595.47,65235.0,M+Glu+H,False,VF-NPL-QEHF013512,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,74F2,single,0.962,593.72,259466.0,M+Glu+H,False,VF-NPL-QEHF013512,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,75D1,single,0.963,590.88,8901730.0,M+Glu+H,False,VF-NPL-QEHF013512,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,76C2,single,0.938,594.13,73632.0,M+Glu+H,False,VF-NPL-QEHF013512,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,76C3,single,0.963,591.54,2082296.0,M+Glu+H,False,VF-NPL-QEHF013512,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,76C5,single,0.903,738.5,210253.0,M+Glu+H,False,HMDB0011628_ms_ms_1218282,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,76E2,single,0.959,590.59,4608806.0,M+Glu+H,False,VF-NPL-QEHF013512,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,76E4,single,0.874,740.12,129065.0,M+Glu+H,False,HMDB0011628_ms_ms_1218282,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,76E9,single,0.946,594.04,457901.0,M+Glu+H,False,VF-NPL-QEHF013512,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,78D2,single,0.956,593.6,432970.0,M+Glu+H,False,VF-NPL-QEHF013512,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,79B10,single,0.958,577.1,169645.0,M+Glu+H,False,VF-NPL-QEHF013845,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,79B7,single,0.959,591.08,3913350.0,M+Glu+H,False,VF-NPL-QEHF013512,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,79B8,single,0.897,738.2,222639.0,M+Glu+H,False,HMDB0011628_ms_ms_1218282,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,82A1,single,0.921,594.14,102325.0,M+Glu+H,False,VF-NPL-QEHF013512,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,84A3,single,0.954,593.36,647160.0,M+Glu+H,False,VF-NPL-QEHF013512,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,85A2,single,0.904,738.01,564210.0,M+Glu+H,False,HMDB0011628_ms_ms_1218282,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,87A2,single,0.898,738.05,293701.0,M+Glu+H,False,HMDB0011628_ms_ms_1218282,,,,,,
3,ENOXOLONE,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,89A1,single,0.898,738.55,241594.0,M+Glu+H,False,HMDB0011628_ms_ms_1218282,,,,,,
3,FERULIC ACID,COc1cc(C=CC(=O)O)ccc1O,72E2,single,0.945,258.29,65470.0,M+Glu+NH4,False,MoNA032366,,,,,,
3,HARMINE,COc1ccc2c(c1)[nH]c1c(C)nccc12,71C3,single,0.909,279.99,7605.0,M+Glu+H,False,AU288406,,,,,,
3,HARMINE,COc1ccc2c(c1)[nH]c1c(C)nccc12,72E1,single,0.98,280.98,24562.0,M+Glu+H,False,BML01056,,,,,,
3,HARMINE,COc1ccc2c(c1)[nH]c1c(C)nccc12,73C5,single,0.983,280.68,50832.0,M+Glu+H,False,AU288406,,,,,,
3,HARMINE,COc1ccc2c(c1)[nH]c1c(C)nccc12,76C1,single,0.928,280.47,4939.0,M+Glu+H,False,AU288406,,,,,,
3,HARMINE,COc1ccc2c(c1)[nH]c1c(C)nccc12,76C3,single,0.993,285.62,3834222.0,M+Glu+H,False,BML01056,,,,,,
3,HARMINE,COc1ccc2c(c1)[nH]c1c(C)nccc12,76D1,single,0.983,280.44,14300.0,M+Glu+H,False,BML01056,,,,,,
3,HARMINE,COc1ccc2c(c1)[nH]c1c(C)nccc12,76E2,single,0.989,282.58,45010.0,M+Glu+H,False,BML01056,,,,,,
3,HARMINE,COc1ccc2c(c1)[nH]c1c(C)nccc12,86A2,single,0.981,281.0,14613.0,M+Glu+H,False,BML01056,,,,,,
3,"HETEROPEUCENIN, METHYL ETHER",COc1cc(O)c2c(=O)cc(C)oc2c1CC=C(C)C,71B1,single,0.955,492.89,26815.0,M+Glu+H,False,VF-NPL-QEHF003135,,,,,,
3,"HETEROPEUCENIN, METHYL ETHER",COc1cc(O)c2c(=O)cc(C)oc2c1CC=C(C)C,71B2,single,0.977,494.58,44773.0,M+Glu+H,False,CCMSLIB00000078786,,,,,,
