Enzyme_name,Name,CSMILES,AUC,AUC_binary
85A3,21-ACETOXYPREGNENOLONE,CC(=O)OCC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,0.0,0
73B1,CORTISONE,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,0.0,0
72C1,MELATONIN,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,0.0,0
72D1,ANTIAROL,COc1cc(O)cc(OC)c1OC,0.0,0
76E7,CYTISINE,O=c1cccc2n1CC1CNCC2C1,0.0,0
79B1,YOHIMBIC ACID,O=C(O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,0.0,0
76E6,GOSSYPOL,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,0.0,0
71B1,EUPARIN,C=C(C)c1cc2cc(C(C)=O)c(O)cc2o1,0.0,0
79B10,(S)-RUTARETIN,CC(C)(O)C1Cc2cc3ccc(=O)oc3c(O)c2O1,0.0,0
79B10,SARMENTOSIDE B,COC1C(O)C(OC2CCC3(C=O)C4C(OC(C)=O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1OC(C)=O,0.0,0
78D1,DIHYDROJASMONIC ACID,CCCCCC1C(=O)CCC1CC(=O)O,0.0,0
84A1,4'-HYDROXYCHALCONE,O=C(C=Cc1ccccc1)c1ccc(O)cc1,0.0,0
84B2,YOHIMBIC ACID,O=C(O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,0.0,0
78D1,CURCUMIN,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,0.0,0
74C1,4-METHYLDAPHNETIN,Cc1cc(=O)oc2c(O)c(O)ccc12,0.0,0
76E4,EPITESTOSTERONE,CC12CCC(=O)CC1=CCC1C2CCC2(C)C(O)CCC12,0.0,0
73C2,12A-HYDROXY-9-DEMETHYLMUNDUSERONE-8-CARBOXYLIC ACID,COc1cc2c(cc1OC)C1(O)C(=O)c3ccc(O)c(C(=O)O)c3OC1CO2,0.0,0
76C1,3-DESHYDROXYSAPPANOL TRIMETHYL ETHER,COc1ccc2c(c1)OCC(Cc1ccc(OC)c(OC)c1)C2O,0.0,0
72B1,5ALPHA-CHOLESTAN-3BETA-OL-6-ONE,CC(C)CCCC(C)C1CCC2C3CC(=O)C4CC(O)CCC4(C)C3CCC12C,0.0,0
76D1,STEVIOL,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,0.0,0
79B7,CAPSAICIN,COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,0.0,0
72C1,DEHYDROABIETAMIDE,CC(C)c1ccc2c(c1)CCC1C(C)(C(N)=O)CCCC21C,0.0,0
76E2,URSODIOL,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,0.0,0
87A1,FUSIDIC ACID,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,0.0,0
85A1,IRIGENOL,O=c1c(-c2cc(O)c(O)c(O)c2)coc2cc(O)c(O)c(O)c12,0.0,0
87A1,4-HYDROXY-6-METHYLPYRAN-2-ONE,Cc1cc(=O)cc(O)o1,0.0,0
71C2,FERULIC ACID,COc1cc(C=CC(=O)O)ccc1O,0.0,0
73B2,ANABASINE HYDROCHLORIDE,c1cncc(C2CCCCN2)c1,0.0,0
72D1,LOBELINE,CN1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1,0.0,0
72E2,GENIPIN,COC(=O)C1=COC(O)C2C(CO)=CCC12,0.0,0
72C1,"2',5'-DIHYDROXY-4-METHOXYCHALCONE",COc1ccc(C=CC(=O)c2cc(O)ccc2O)cc1,0.0,0
72B3,SARMENTOSIDE B,COC1C(O)C(OC2CCC3(C=O)C4C(OC(C)=O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1OC(C)=O,0.0,0
72E1,CAPERATIC ACID,CCCCCCCCCCCCCCC(C(=O)O)C(O)(CC(=O)OC)C(=O)O,0.0,0
73B3,CEDRELONE,CC1(C)C(=O)C=CC2(C)C1C(=O)C(=O)C1(C)C2CCC2(C)C(c3ccoc3)CC3OC321,0.0,0
73C2,HAEMATOPORPHYRIN,CC1=C(C(C)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)c(CCC(=O)O)c4C)C(C(C)O)=C3C,0.0,0
76C2,BETULIN,C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,0.0,0
76C3,MONENSIN,CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1,0.0,0
73C4,SOLANESYL ACETATE,CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,0.0,0
73B1,3-METHOXYCATECHOL,COc1cccc(O)c1O,0.0,0
85A2,GALANGIN,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,0.0,0
79B1,AVOCADYNE ACETATE,C#CCCCCCCCCCCCC(O)CC(O)COC(C)=O,0.0,0
75B2,SYRINGIC ACID,COc1cc(C(=O)O)cc(OC)c1O,0.0,0
76E3,CURCUMIN,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,0.0,0
82A1,PISCIDIC ACID,O=C(O)C(O)C(O)(Cc1ccc(O)cc1)C(=O)O,0.0,0
89A1,RUTILANTINONE,CCC1(O)CC(O)c2c(cc3c(O)c4c(c(O)c3c2O)C(=O)C=CC4=O)C1C(=O)OC,0.0,0
85A2,APIGENIN DIMETHYL ETHER,COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1,0.0,0
71B6,5-DEMETHYLNOBILETIN,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc1OC,0.0,0
76E4,XYLOCARPUS A,COC(=O)CC1C(C)(C)C(OC(C)=O)C2C(OC(C)=O)C34OC2(O)C1(C)C3CCC1(C)C4=CC(=O)OC1c1ccoc1,0.0,0
71B6,3BETA-HYDROXYDEOXODIHYDRODEOXYGEDUNIN,CC(=O)OC1CC2C(C)(C)C(O)CCC2(C)C2CCC3(C)C(=CC(=O)OC3c3ccoc3)C12C,0.0,0
73C3,THEAFLAVIN MONOGALLATES,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(=O)c(O)c2c(O)c(O)cc(C3Oc4cc(O)cc(O)c4CC3O)c2c1)c1cc(O)c(O)c(O)c1,0.0,0
89A1,URSINOIC ACID,COc1ccc(C(=O)CC(=O)O)c2c1C=CC(C)(C)O2,0.0,0
76E9,AGELASINE,C=C1CCCC(C)(C)C1CCC(C)=CCCC(C)=CCn1c[n+](C)c2ncnc(N)c21,0.0,0
72C1,"CHOLIC ACID, METHYL ESTER",COC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,0.0,0
78D1,LINALOOL (+),C=CC(C)(O)CCC=C(C)C,0.0,0
76E12,LAPACHOL,C=C(C)C=Cc1c(O)c(O)c2ccccc2c1O,0.0,0
73B5,MAESOPSIN,O=C1c2c(O)cc(O)cc2OC1(O)Cc1ccc(O)cc1,0.0,0
73B3,URSODIOL,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,0.0,0
72D1,MANGIFERIN,O=c1c2cc(O)c(O)cc2oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,0.0,0
ALG14LP,SPERMIDINE,NCCCCNCCCN,0.0,0
84A2,8-PRENYLKAEMPFEROL (DESMETHYL ICARITIN),CC(C)=CCc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc12,0.0,0
72E1,CHRYSANTHEMIC ACID,CC(C)=CC1C(C(=O)O)C1(C)C,0.0,0
85A2,MYCOPHENOLIC ACID,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,0.0,0
87A1,PECTOLINARIN,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1,0.0,0
75B2,VINCAMINE,CCC12CCCN3CCc4c(n(c5ccccc45)C(O)(C(=O)OC)C1)C32,0.0,0
82A1,HAEMATOPORPHYRIN,CC1=C(C(C)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)c(CCC(=O)O)c4C)C(C(C)O)=C3C,0.0,0
74C1,DIFFRACTAIC ACID,COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2C)c(OC)c1C,0.0,0
76D1,HARMALOL,CC1=NCCc2c1[nH]c1cc(O)ccc21,0.0,0
85A4,GIBBERELLIC ACID,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,0.0,0
71D1,GOSSYPETIN,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12,0.0,0
76C1,SHIKIMIC ACID,O=C(O)C1=CC(O)C(O)C(O)C1,0.0,0
71C3,TRIDESACETOXYKHIVORIN,CC1(C)C(O)CC(O)C2(C)C1CC(O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321,0.0,0
72B1,TIGOGENIN,CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,0.0,0
76C5,GRAMINE,CN(C)Cc1c[nH]c2ccccc12,0.0,0
79B5,MENTHOL(-),CC1CCC(C(C)C)C(O)C1,0.0,0
84B2,MYCOPHENOLIC ACID,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,0.0,0
73B3,HARMINE,COc1ccc2c(c1)[nH]c1c(C)nccc12,0.0,0
73B5,HEDERAGENIN,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1,0.0,0
74B1,ARTEMISIN,CC1=C2C3OC(=O)C(C)C3C(O)CC2(C)C=CC1=O,0.0,0
79B1,ABIETIC ACID,CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,0.0,0
85A2,ONONETIN,COc1ccc(CC(=O)c2ccc(O)cc2O)cc1,0.0,0
79B10,GITOXIGENIN DIACETATE,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(C4=CC(=O)OC4)C(OC(C)=O)CC32O)C1,0.0,0
74B1,KUHLMANNIN,COc1c(O)cc2c(-c3ccccc3)cc(=O)oc2c1OC,0.0,0
72D1,GLYCOCHOLIC ACID,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,0.0,0
75D1,PURPUROGALLIN,O=c1c(O)cccc2cc(O)c(O)c(O)c12,0.0,0
71C3,MADECASSIC ACID,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC43C)C2C1C,0.0,0
84A2,URSOLIC ACID,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,0.0,0
71B2,BATYL ALCOHOL,CCCCCCCCCCCCCCCCCCOCC(O)CO,0.0,0
76C3,CAPERATIC ACID,CCCCCCCCCCCCCCC(C(=O)O)C(O)(CC(=O)OC)C(=O)O,0.0,0
ALG14LP,PHLORIDZIN,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,0.0,0
71C3,ALPHA-TOCHOPHEROL,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,0.0,0
89B1,XYLOCARPUS A,COC(=O)CC1C(C)(C)C(OC(C)=O)C2C(OC(C)=O)C34OC2(O)C1(C)C3CCC1(C)C4=CC(=O)OC1c1ccoc1,0.0,0
76C1,ASIATIC ACID,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,0.0,0
90A4,OSAJIN,CC(C)=CCc1c2c(c3occ(-c4ccc(O)cc4)c(=O)c3c1O)C=CC(C)(C)O2,0.0,0
79B9,ALPHA-DIHYDROGEDUNOL,CC(=O)OC1CC2C(C)(C)C(O)CCC2(C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C,0.0,0
90A2,HYDROQUINIDINE,CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,0.0,0
73C3,CURCUMIN,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,0.0,0
ALG14LP,BUTYL PARABEN,CCCCOC(=O)c1ccc(O)cc1,0.0,0
75C1,XYLOCARPUS A,COC(=O)CC1C(C)(C)C(OC(C)=O)C2C(OC(C)=O)C34OC2(O)C1(C)C3CCC1(C)C4=CC(=O)OC1c1ccoc1,0.0,0
76E4,ICARIIN,COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1,0.0,0
72D1,LEVODOPA,NC(Cc1ccc(O)c(O)c1)C(=O)O,0.0,0
85A2,CAFFEIC ACID,O=C(O)C=Cc1ccc(O)c(O)c1,0.0,0
79B2,HARMANE,Cc1nccc2c1[nH]c1ccccc12,0.0,0
76E3,ANHYDROBRAZILIC ACID,COc1ccc2c(=O)c(CC(=O)O)coc2c1,0.0,0
78D2,KUROMANIN,OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)C(O)C(O)C1O,0.0,0
72C1,CONVALLATOXIN,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,0.0,0
72B1,HARMANE,Cc1nccc2c1[nH]c1ccccc12,0.0,0
76E4,ALPHA-DIHYDROGEDUNOL,CC(=O)OC1CC2C(C)(C)C(O)CCC2(C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C,0.0,0
87A1,VERATRIC ACID,COc1ccc(C(=O)O)cc1OC,0.0,0
85A3,ALPHA-MANGOSTIN,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1C=CC(C)C,0.0,0
73C3,GITOXIN,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)CC(O)C1O,0.0,0
71C4,ANTIAROL,COc1cc(O)cc(OC)c1OC,0.0,0
85A3,NARINGIN,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,0.0,0
82A1,MEVASTATIN,CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0.0,0
85A1,CAPERATIC ACID,CCCCCCCCCCCCCCC(C(=O)O)C(O)(CC(=O)OC)C(=O)O,0.0,0
82A1,OUABAIN,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,0.0,0
78D2,ALPHA-TOCHOPHEROL,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,0.0,0
73C2,HARMALINE,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,0.0,0
78D2,ANDROSTERONE,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,0.0,0
86A2,GLUTAMINE (L),NC(=O)CCC(N)C(=O)O,0.0,0
76E6,EPITESTOSTERONE,CC12CCC(=O)CC1=CCC1C2CCC2(C)C(O)CCC12,0.0,0
89B1,DIHYDROCELASTROL,Cc1c(O)c(O)cc2c1C=CC1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C,0.0,0
91B1,"ISOTECTORIGENIN, 7-METHYL ETHER",COc1ccc(-c2coc3c(OC)c(OC)cc(O)c3c2=O)cc1,0.0,0
71B8,12A-HYDROXY-9-DEMETHYLMUNDUSERONE-8-CARBOXYLIC ACID,COc1cc2c(cc1OC)C1(O)C(=O)c3ccc(O)c(C(=O)O)c3OC1CO2,0.0,0
80B1,CATECHIN TETRAMETHYLETHER,COc1cc(OC)c2c(c1)OC(c1ccc(OC)c(OC)c1)C(O)C2,0.0,0
89B1,CEAROIN,COc1cc(O)c(C(=O)c2ccccc2)cc1O,0.0,0
89B1,N-METHYLBENZYLAMINE HYDROCHLORIDE,CNCc1ccccc1,0.0,0
72B3,XANTHOXYLIN,COc1cc(O)c(C(C)=O)c(OC)c1,0.0,0
84A4,RHODOCLADONIC ACID,COC1C(=O)C(=O)c2c(cc3oc(C(C)=O)c(O)c3c2O)C1=O,0.0,0
72E1,4-O-METHYLPHLORACETOPHENONE,COc1cc(O)c(C(C)=O)c(O)c1,0.0,0
78D2,BRAZILIN,Oc1ccc2c(c1)OCC1(O)Cc3cc(O)c(O)cc3C21,0.0,0
84B2,DOCOSANOL,CCCCCCCCCCCCCCCCCCCCCCO,0.0,0
76E2,"2,6-DIMETHOXYQUINONE",COC1=CC(=O)C=C(OC)C1=O,0.0,0
76C2,DIHYDROCELASTRYL DIACETATE,CC(=O)Oc1cc2c(c(C)c1OC(C)=O)CC=C1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C,0.0,0
73B3,ALLOPREGNANOLONE,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,0.0,0
89A1,DEACETOXY(7)-7-OXOKHIVORINIC ACID,CC(=O)OC1CC(OC(C)=O)C2(C)C(CC(=O)C3(C)C2CCC2(C)C(C(=O)O)OC(=O)C4OC423)C1(C)C,0.0,0
80A2,BROMO-3-HYDROXY-4-(SUCCIN-2-YL)-CARYOLANE GAMMA-LACTONE,CC1(C)CC2C1CCC1(CBr)CCC3C(CC(=O)O)C(=O)OC32C1,0.0,0
72E1,LUPININE,OCC1CCCN2CCCCC12,0.0,0
85A4,JUAREZIC ACID,O=C(O)C=CC=Cc1ccccc1,0.0,0
72E2,MITOMYCIN C,C=c1c(N)c(O)c2c(c1O)N1CC3NC3C1(OC)C=2COC(N)=O,0.0,0
71C5,CADIN-4-EN-10-OL,CC1=CC2C(C(C)C)CCC(C)(O)C2CC1,0.0,0
78D1,GARCINOLIC ACID,CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CCCC1C(C)(C)OC2(CC=C(C)C(=O)O)C(=O)O)C3=O,0.0,0
85A3,5-O-METHYLGENISTEIN (ISOPRUNETIN),COc1cc(O)cc2occ(-c3ccc(O)cc3)c(=O)c12,0.0,0
76E9,HARMALINE,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,0.0,0
76C5,7-AMINOCEPHALOSPORANIC ACID,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(N)C2SC1,0.0,0
71C5,OSAJIN,CC(C)=CCc1c2c(c3occ(-c4ccc(O)cc4)c(=O)c3c1O)C=CC(C)(C)O2,0.0,0
72B2,PAEONOL,COc1ccc(C(C)=O)c(O)c1,0.0,0
71B8,"1-(4-HYDROXYPHENYL)-3-[(2R,3R,4S,5S,6R)-3,4,5-TRIHYDROXY-6-(HYDROXYMETHYL)OXAN-2-YL]OXYPROPAN-1-ONE",O=C(CCOC1OC(CO)C(O)C(O)C1O)c1ccc(O)cc1,0.0,0
72D1,JUGLONE,O=C1C=CC(=O)c2c(O)cccc21,0.0,0
85A1,CUCURBITACIN I,CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3C=CC4C(CC(=O)C(=O)C4(C)C)C3(C)C(=O)CC12C,0.0,0
90A4,MONOCROTALINE,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,0.0,0
76F1,AVOCADYNE ACETATE,C#CCCCCCCCCCCCC(O)CC(O)COC(C)=O,0.0,0
79B5,TOTAROL,CC(C)c1c(O)ccc2c1CCC1C(C)(C)CCCC21C,0.0,0
89A1,URSOLIC ACID,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,0.0,0
89B1,FUCOSTANOL,CCC(CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C)C(C)C,0.0,0
71C1,ANTHOTHECOL,CC(=O)OC1CC2(C)C(c3ccoc3)CC3OC32C2(C)C(=O)C(=O)C3C(C)(C)C(=O)C=CC3(C)C12,0.0,0
72D1,CHOLECALCIFEROL,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,0.0,0
79B8,PROTOPORPHYRIN IX,C=C1C(=CC)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(CC)=C5C)c(C)c4CCC(=O)O)c(C=CC(=O)O)c3C,0.0,0
76C5,(+)-NOREPHEDRINE,CC(N)C(O)c1ccccc1,0.0,0
79B1,ESCULETIN,O=c1ccc2cc(O)c(O)cc2o1,0.0,0
72E3,EPI(13)TORULOSOL,C=CC(C)(O)CCC1C(=C)CCC2C(C)(CO)CCCC12C,0.0,0
76D1,FUCOSTANOL,CCC(CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C)C(C)C,0.0,0
89B1,MADECASSIC ACID,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC43C)C2C1C,0.0,0
85A4,LOBELINE,CN1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1,0.0,0
71C1,PROSCILLARIDIN,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,0.0,0
90A2,NIACINAMIDE,NC(=O)c1cccnc1,0.0,0
76E2,HYODEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,0.0,0
76C2,HARMALOL,CC1=NCCc2c1[nH]c1cc(O)ccc21,0.0,0
79B2,"2',5'-DIHYDROXY-4-METHOXYCHALCONE",COc1ccc(C=CC(=O)c2cc(O)ccc2O)cc1,0.0,0
76E9,ANISODAMINE,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C(O)C2,0.0,0
91B1,DIHYDROJASMONIC ACID,CCCCCC1C(=O)CCC1CC(=O)O,0.0,0
76C3,KOJIC ACID,O=c1cc(CO)occ1O,0.0,0
80A2,"3,4-DIDESMETHYL-5-DESHYDROXY-3'-ETHOXYSCLEROIN",CCOc1cccc(C(=O)c2ccc(O)c(O)c2O)c1,0.0,0
75D1,PHYTOL,CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C,0.0,0
74D1,TETRAHYDROGAMBOGIC ACID,CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(CC4CC1C(C)(C)OC2(CC=C(C)C(=O)O)C4O)C3=O,0.0,0
73B3,AJMALINE,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,0.0,0
79B2,ALLOPREGNANOLONE,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,0.0,0
91B1,3-HYDROXY-4-(SUCCIN-2-YL)-CARYOLANE DELTA-LACTONE,CC12CCC3C(CC3(C)C)C3(C1)OC(=O)CC(C(=O)O)C3CC2,0.0,0
84A2,CATECHIN TETRAMETHYLETHER,COc1cc(OC)c2c(c1)OC(c1ccc(OC)c(OC)c1)C(O)C2,0.0,0
76E4,21-ACETOXYPREGNENOLONE,CC(=O)OCC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,0.0,0
74B1,PRASTERONE,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,0.0,0
84B2,CHAULMOOGRIC ACID,O=C(O)CCCCCCCCCCCCC1C=CCC1,0.0,0
89B1,"3,7-DIHYDROXYFLAVONE",O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12,0.0,0
73C6,3-HYDROXYTYRAMINE,NCCc1ccc(O)c(O)c1,0.0,0
76E12,IRIDIN,COc1cc(-c2coc3cc(OC4OC(CO)C(O)C(O)C4O)c(OC)c(O)c3c2=O)cc(O)c1OC,0.0,0
72B2,HAEMATOMMIC ACID,Cc1cc(O)c(C=O)c(O)c1C(=O)O,0.0,0
71C2,"3ALPHA-HYDROXY-4,4-BISNOR-8,11,13-PODOCARPATRIENE",CC12CCC(O)CC1CCc1ccccc12,0.0,0
76D1,MADECASSIC ACID,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC43C)C2C1C,0.0,0
74D1,PSEUDOEPHEDRINE,CNC(C)C(O)c1ccccc1,0.0,0
72D1,BERBAMINE,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(O)c(c1)Oc1ccc(cc1)CC3N(C)CC2)N(C)CC4,0.0,0
85A1,HYOSCYAMINE,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0.0,0
76E3,CARMINIC ACID,Cc1c(C(=O)O)c(O)cc2c(O)c3c(c(O)c12)C(=O)C(C1OC(CO)C(O)C(O)C1O)C(=O)C3=O,0.0,0
73B1,"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,0.0,0
71B6,PICROTOXININ,C=C(C)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C,0.0,0
78D1,HEDERACOSIDE C,CC1OC(OC2C(CO)OC(OCC3OC(OC(=O)C45CCC(C)(C)CC4C4=CCC6C7(C)CCC(OC8OCC(O)C(O)C8OC8OC(C)C(O)C(O)C8O)C(C)(CO)C7CCC6(C)C4(C)CC5)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,0.0,0
84A2,"8BETA-HYDROXYCARAPIN, 3,8-HEMIACETAL",COC(=O)CC1C2(C)C(=O)C3CC4(OC3(O)C1(C)C)C1=CC(=O)OC(c3ccoc3)C1(C)CCC42,0.0,0
74B1,DIOSMETIN,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,0.0,0
89A1,FARNESOL,CC(C)=CCCC(C)=CCCC(C)=CCO,0.0,0
76E7,HARMANE,Cc1nccc2c1[nH]c1ccccc12,0.0,0
90A4,SINAPIC ACID,COc1cc(C=CC(=O)O)cc(OC)c1O,0.0,0
84A4,"DALBERGIONE, 4-METHOXY-4'-HYDROXY-",CC=C(C1=CC(=O)C(OC)=CC1=O)c1ccc(O)cc1,0.0,0
75D1,SALSOLIDINE,COc1cc2c(cc1OC)C(C)NCC2,0.0,0
71C1,BRAZILIN,Oc1ccc2c(c1)OCC1(O)Cc3cc(O)c(O)cc3C21,0.0,0
87A1,CARNOSIC ACID,CC(C)c1cc2c(c(O)c1O)C1(C(=O)O)CCCC(C)(C)C1CC2,0.0,0
76C5,STEVIOL,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,0.0,0
